,name,id,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
4513,Y Si Se Quiere Ir,2qWX4mvuOfCvGgHAV1sWQO,Hijos De Barron,corrido,0.518,0.615,0.449,0.0,0.0716,-6.581,0.0425,152.858,0.424
4514,Tú de Qué Vas,66iygyOSvvoQQsKJ1vEXfT,Franco De Vita,latin,0.405,0.607,0.629,0.0,0.203,-5.931,0.0316,80.11,0.567
4515,Somos Los Que Somos - En Vivo,2HF7et3dSdyQqq7aIMLoQ5,Los 2 de la S,banda,0.282,0.623,0.426,0.0,0.967,-7.119,0.0394,137.1,0.928
4516,You're My Best Friend - Remastered 2011,4OKf7CcYuw5H2HptkcKxcP,Queen,classic rock,0.158,0.518,0.761,0.00765,0.0715,-7.025,0.0452,118.738,0.576
4517,Fantasy,6xkryXuiZU360Lngd4sx13,Mariah Carey,dance pop,0.139,0.669,0.727,0.0,0.123,-7.588,0.0353,102.322,0.807
4518,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1UYfAU2bwgjaM5rIIPQleC,Chase Rice,contemporary country,0.185,0.627,0.678,0.0,0.374,-4.691,0.0294,100.032,0.724
4519,Zealots,52PgJoRz30sRQGOGqXYKdX,Fugees,east coast hip hop,0.196,0.53,0.45,2.62e-06,0.147,-14.975,0.489,77.887,0.339
4520,40 Day Dream - 2019 - Remaster,4ek3pPdfvIbPxynmlisI0k,Edward Sharpe & The Magnetic Zeros,double drumming,0.102,0.56,0.681,0.0,0.0573,-4.875,0.0485,81.991,0.645
4521,Wait for You (feat. Zoe Wees),3cMAS9DjZHrAnKvPrTIw7Z,Tom Walker,indie anthem-folk,0.366,0.502,0.65,0.0,0.0956,-4.27,0.0531,159.78,0.392
4522,Oklahoma City,6yiGycOXWsojMwvge8b9AO,Zach Bryan,oklahoma country,0.615,0.612,0.38,3.89e-05,0.0707,-8.02,0.0654,129.788,0.471
4523,Jesus Is The One (I Got Depression),1YR9iNGXtsbrd8deR9ULDD,Zack Fox,meme rap,0.215,0.857,0.446,0.0,0.0964,-12.778,0.902,100.122,0.327
4524,"Iron Lion Zion - 7"" Mix",5iRPNyWioH9Km8gi58As4V,Bob Marley & The Wailers,reggae,0.0117,0.706,0.591,0.000514,0.136,-8.513,0.0321,142.233,0.845
4525,Voltage Dreams,4YPTI6iWXVTGIzDLKvInM0,Zinan,,0.00195,0.155,0.629,0.00174,0.404,-27.102,0.069,106.743,0.0348
4526,Computer Love,362zcsyXMLbL7PNLhOovvm,Zapp,funk,0.676,0.679,0.709,0.0,0.292,-5.851,0.133,84.543,0.673
4527,MÁS DE UNA CITA,4EJHKSnHENfjOxXWryyNtL,Bad Bunny,latin,0.0122,0.865,0.5,7.73e-05,0.098,-10.805,0.0861,92.976,0.317
4528,Sweet Annie,6Te1vrlCz4DdCeONagkT6j,Zac Brown Band,contemporary country,0.171,0.635,0.434,1.1e-06,0.106,-7.986,0.0298,139.976,0.171
4529,Weirdest Music Ever,76cxo1Gz7FF38EXy7CAEFa,Zeraq Wrockers,,0.949,0.583,0.0451,0.407,0.114,-30.345,0.311,108.553,0.414
4530,Change (feat. Zach Callison),10Y6pSkXxYUzyyCnVTvip7,Steven Universe,indie pop,0.43,0.539,0.529,0.000118,0.311,-12.217,0.0337,149.943,0.524
4531,Zuccenberg,4m311PrEtKHZzy1JAsDCq1,Tommy Cash,estonian hip hop,0.0074,0.824,0.753,1.57e-06,0.272,-6.14,0.133,79.992,0.601
4532,My Old Man,0pCgobQDYedY2NwByGrlWf,Zac Brown Band,contemporary country,0.819,0.639,0.196,3.63e-05,0.0978,-11.478,0.0267,143.907,0.3
4533,Save The Best For Last,7okbmgA8lRBGl5limZ7LFM,Vanessa Williams,adult standards,0.641,0.528,0.234,0.0,0.183,-15.784,0.0283,95.911,0.191
4534,Fairy Fountain,7fD72waADOZymEpuQfbiDE,Mikel,lo-fi vgm,0.404,0.671,0.525,0.924,0.0917,-10.768,0.0506,78.012,0.283
4535,ZITTI E BUONI,1lWWoec2z1j88GRblI5anV,Måneskin,indie rock italiano,0.0014,0.62,0.944,0.0,0.733,-3.082,0.0863,103.024,0.592
4536,The Ocean - Remaster,0AqjkVFqa1ujle4Lb1k9wR,Led Zeppelin,album rock,0.08,0.401,0.56,0.0121,0.361,-8.7,0.0612,88.256,0.735
4537,Cumbia De La Cobra,68uupqD2ijA27hJxtvnsLH,Fito Olivares y Su Grupo,gruperas inmortales,0.045,0.744,0.738,0.0134,0.0746,-7.282,0.0362,98.14,0.924
4538,13 Missed Calls,6KVFBsfbnaFFa43i4k0cce,Zach Hood,alt z,0.452,0.639,0.724,0.0,0.159,-6.346,0.0664,129.712,0.522
4539,Be Kind,5pE4OLVJh5rjaLERbUgBB2,Zak Abel,uk contemporary r&b,0.068,0.929,0.67,0.0,0.318,-3.977,0.0488,120.935,0.938
4540,Zombie (feat. Madchild & Insane Clown Posse),14jC0V8KA9BEYI1OWNpIlC,Jelly Roll,country rap,0.0015,0.773,0.604,0.0,0.321,-6.83,0.0682,131.93,0.179
4541,Bella-K (feat. Zion & Randy),2pNfUdUipHAODmv11pZtNk,Maluma,latin,0.117,0.805,0.778,0.0,0.154,-2.852,0.174,173.981,0.946
4542,interlude IV (Showtime),1kF9FK8ZuhbTlC7HZtekzD,Zach Callison,otacore,0.384,0.792,0.637,0.0,0.083,-9.125,0.491,120.165,0.765
4543,WISH FEAT. KIDDO MARV,0shSP8DgseLewHgAiMC4UL,Denzel Curry,dark trap,0.234,0.655,0.766,0.0,0.425,-6.746,0.0736,95.017,0.622
4544,365,2XWjPtKdi5sucFYtVav07d,Zedd,complextro,0.339,0.745,0.693,0.0,0.123,-5.479,0.034,98.039,0.248
4545,I,4ZT9FnbFu1PaBfV3itxiqT,Lil Skies,melodic rap,0.627,0.649,0.453,0.0,0.116,-7.28,0.085,99.183,0.431
4546,Bezos I,0Kdj7nwaYQmvhxnqZaIQuW,Bo Burnham,comic,0.00936,0.694,0.948,1.62e-05,0.139,-5.307,0.0361,115.044,0.705
4547,Believer,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,modern rock,0.0622,0.776,0.78,0.0,0.081,-4.374,0.128,124.949,0.666
4548,Vete,2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,latin,0.0363,0.886,0.672,8.78e-06,0.101,-4.394,0.188,91.976,0.526
4549,Born To Be Wild - Single Version,3lN8PP6R2IxbLP05QpYXng,Steppenwolf,acid rock,0.262,0.439,0.734,0.333,0.244,-12.168,0.097,145.703,0.54
4550,Olivia,5dONhl6aXFuN86UBdayF6W,One Direction,boy band,0.0438,0.64,0.681,0.0,0.166,-5.362,0.0334,118.062,0.676
4551,Runnin' Outta Moonlight,6enPOmd3vSFpI4jjms8kXN,Randy Houser,contemporary country,0.0354,0.526,0.801,3.17e-06,0.0637,-3.717,0.0393,172.024,0.769
4552,Beers On Me,19ZzEzb4BVK1wVO4brrmZz,Dierks Bentley,contemporary country,0.182,0.59,0.846,0.0,0.53,-4.251,0.0396,146.028,0.733
4553,Tequila Makes Her Clothes Fall Off,6IC6VhpV7D8T1t037Atqpu,Joe Nichols,arkansas country,0.129,0.664,0.706,1.06e-06,0.0857,-7.045,0.027,93.968,0.681
4554,Hold On,5qDsijQM75KTdv3RtSPx91,Lil Tjay,brooklyn drill,0.123,0.691,0.602,0.0,0.0637,-6.807,0.209,151.987,0.685
4555,It's Five O'Clock Somewhere,07KYRDFf8Q6sqj4PWCP9vh,Alan Jackson,contemporary country,0.22,0.713,0.768,0.0,0.177,-6.702,0.0363,125.203,0.878
4556,Because Of You,6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,dance pop,0.528,0.81,0.538,0.0,0.0951,-5.784,0.0356,109.97,0.828
4557,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,John Mayer,neo mellow,0.157,0.578,0.756,0.000232,0.249,-5.82,0.115,176.739,0.663
4558,Film out,3UHPGOkUcE4hE7sqBF4Snt,BTS,k-pop,0.296,0.499,0.709,0.0,0.331,-6.404,0.134,164.032,0.314
4559,Light On,6UnCGAEmrbGIOSmGRZQ1M2,Maggie Rogers,indie pop,0.201,0.657,0.569,1.38e-05,0.126,-6.287,0.0542,102.054,0.399
4560,Ol' Red,5wane5dFpp8xgriui6y0c7,Blake Shelton,contemporary country,0.146,0.664,0.556,3.91e-06,0.113,-7.713,0.0365,75.049,0.494
4561,Level of Concern,6xZ4Q2k2ompmDppyeESIY8,Twenty One Pilots,modern rock,0.32,0.754,0.583,0.00015,0.144,-7.34,0.0432,122.012,0.77
4562,Ring of Fire,6YffUZJ2R06kyxyK6onezL,Johnny Cash,arkansas country,0.623,0.659,0.585,0.000213,0.348,-8.189,0.0288,104.111,0.784
4563,Sum 2 Prove,5f4Hy5mw5SRaUgXX9c6P5S,Lil Baby,atl hip hop,0.0169,0.827,0.552,0.0,0.122,-7.571,0.274,124.011,0.408
4564,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,NF,hip hop,0.214,0.51,0.643,3.22e-06,0.101,-6.602,0.0485,130.081,0.0397
4565,Pretty Girls,3fKdTr6Uv8HTb92Ih3QWxa,iann dior,melodic rap,0.276,0.732,0.511,0.0,0.0916,-6.779,0.0541,96.946,0.62
4566,Perros Salvajes,4CZHgVWCkaQwDZVR8AkmUb,Daddy Yankee,latin,0.0764,0.803,0.798,0.0,0.0775,-4.855,0.173,88.018,0.761
4567,Pain,39LJCSHy7nB1akjmhMQ7Y7,Josh A,emo rap,0.525,0.789,0.509,7.55e-06,0.0936,-8.629,0.277,75.009,0.61
4568,Maybach (feat. Future),2Qt8qG9SWPdtRiaWcPNJRm,42 Dugg,detroit trap,0.0071,0.735,0.446,1.93e-05,0.173,-10.232,0.109,150.915,0.121
4569,Mine,7uzmGiiJyRfuViKKK3lVmR,Bazzi,dance pop,0.0161,0.71,0.789,2.77e-06,0.451,-3.874,0.0722,142.929,0.717
4570,I Miss You,1oTo3ijRbaDAtrjJrGAPSw,blink-182,pop punk,0.00103,0.664,0.781,5.33e-06,0.0867,-6.547,0.0339,110.0,0.593
4571,Marry Me,0OWZFobGSIW9GrSlQ9C5pc,Thomas Rhett,contemporary country,0.0977,0.333,0.412,0.0,0.113,-8.633,0.029,85.028,0.474
4572,Devil Eyes,7MiZjKawmXTsTNePyTfPyL,Hippie Sabotage,edm,0.702,0.391,0.396,0.405,0.315,-8.621,0.189,99.112,0.199
4573,Don't Bring Me Down,72ahyckBJfTigJCFCviVN7,Electric Light Orchestra,album rock,0.144,0.638,0.867,0.000733,0.0846,-6.469,0.0331,115.692,0.805
4574,Run the World (Girls),1uXbwHHfgsXcUKfSZw5ZJ0,Beyoncé,dance pop,0.00496,0.733,0.899,4.72e-05,0.372,-4.237,0.143,127.086,0.76
4575,Queen of Mean,4o05DiC0RQ9DNtGJGauwna,Sarah Jeffery,social media pop,0.248,0.543,0.787,0.0,0.0778,-6.52,0.241,173.702,0.343
4576,7/11,02M6vucOvmRfMxTXDUwRXu,Beyoncé,dance pop,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0.56
4577,Caribbean Queen (No More Love On the Run),4JEylZNW8SbO4zUyfVrpb7,Billy Ocean,disco,0.166,0.79,0.649,8.87e-05,0.092,-7.507,0.0265,113.798,0.954
4578,Que Mas Pues - Remix,7fODjB7BrQTGqh0hogW6XD,Sech,latin,0.121,0.647,0.661,2.27e-06,0.12,-5.027,0.2,113.358,0.811
4579,Quiero Llorar y No Puedo,1S7FT0rhQ6AaTg0yBbFxYS,Jovanny Cadena Y Su Estilo Privado,corrido,0.734,0.554,0.567,0.0,0.114,-4.642,0.0325,206.962,0.745
4580,Miedito o Qué? (feat. KAROL G),7MoZgM6AsQaZw14WnKopuy,Ovy On The Drums,colombian pop,0.12,0.851,0.776,0.0,0.1,-3.254,0.0561,95.995,0.804
4581,Mi Enemigo El Amor,3V5mrjHNr7VFhcUJ5oh45V,Pancho Barraza,banda,0.198,0.592,0.579,0.0,0.141,-5.904,0.0498,120.025,0.633
4582,Want Her,4zrwPfq5ENLzjq41Txs2HR,Mustard,cali rap,0.0769,0.828,0.607,0.000683,0.108,-6.241,0.0432,101.012,0.409
4583,Quiero Bailar,1EyH5BK5Cx5XzQyEDks0fT,Ivy Queen,latin,0.3,0.853,0.846,0.0,0.294,-5.261,0.0951,95.027,0.737
4584,The Quiet Things That No One Ever Knows,3IlY76VbP31zwPY0S2EMjh,Brand New,emo,0.0163,0.202,0.797,3.83e-06,0.0986,-5.809,0.0729,80.284,0.246
4585,Que No Quede Huella,0vqs9bIFJgk6X9LvlatKfp,Bronco,grupera,0.494,0.646,0.732,1.79e-05,0.115,-7.067,0.0488,78.744,0.957
4586,Quizas,5Id5B3dxJZhPcV9GzgYZZe,Rich Music LTD,latin,0.0258,0.727,0.815,0.0,0.231,-2.454,0.153,176.075,0.677
4587,Serotonin,16MneRxNQpHK250NaIo3bg,girl in red,bedroom pop,0.0123,0.58,0.788,1.84e-05,0.368,-4.714,0.259,148.992,0.72
4588,Come Closer (feat. Queen Naija),3UhRsQVrELOATEiY7E9X2T,A Boogie Wit da Hoodie,melodic rap,0.22,0.741,0.556,0.0,0.0981,-6.647,0.0947,140.056,0.616
4589,Hecha Pa' Mi,3VvA1wSxukMLsvXoXtlwWx,Boza,reggaeton,0.362,0.725,0.756,0.000685,0.103,-5.013,0.0572,100.07,0.828
4590,Dreaming Of You,5EL8hqM8YQJHKKnzGdahly,Selena,mexican pop,0.325,0.553,0.458,9.71e-05,0.0583,-10.796,0.0381,165.807,0.247
4591,Lo Que No Sabes,4Pq0OCKG1rVaiEgGbyJ9al,Danna Paola,latin,0.316,0.732,0.705,5.52e-05,0.101,-6.345,0.149,93.014,0.589
4592,Hope,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,emo rap,0.661,0.592,0.457,0.000331,0.146,-6.081,0.0603,146.04,0.225
4593,It's You,5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,canadian hip hop,0.374,0.732,0.463,0.0,0.194,-6.972,0.0287,95.971,0.397
4594,Losing Interest,55XrFge2dEZwYzNl128DwN,itssvd,lo-fi chill,0.48,0.753,0.355,0.87,0.122,-13.295,0.0898,111.863,0.506
4595,Hello,62PaSfnXSMyLshYJrlTuL3,Adele,british soul,0.33,0.578,0.43,0.0,0.0854,-6.134,0.0305,78.991,0.288
4596,Siempre Te Voy A Querer,3VK8copXwqvAueMPhnBe6K,Calibre 50,corrido,0.58,0.775,0.452,0.0,0.17,-4.243,0.0311,129.941,0.606
4597,There Was This Girl,7grWGhX8SHNmyGOkMNVMCt,Riley Green,contemporary country,0.00258,0.616,0.877,2.56e-06,0.114,-4.223,0.0347,127.981,0.94
4598,Glitter,0qtK3XwbuG153dmwB8iepL,"Tyler, The Creator",hip hop,0.306,0.449,0.434,2.76e-06,0.633,-11.777,0.243,78.57,0.371
4599,The Gambler,5KqldkCunQ2rWxruMEtGh0,Kenny Rogers,adult standards,0.342,0.671,0.501,0.0,0.194,-13.119,0.0594,87.04,0.86
4600,Get Low,0r2Bul2NuCViraT2zX1l5j,Ying Yang Twins,atl hip hop,0.0301,0.521,0.625,0.0,0.121,-7.47,0.067,101.019,0.136
4601,My Girl,3izNaTiYdotdPL0Bs76JqO,Dylan Scott,contemporary country,0.0353,0.652,0.719,0.0,0.108,-7.251,0.033,94.969,0.24
4602,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,Flo Rida,dance pop,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011,0.684
4603,Mil Gracias Por Existir,1HAvMItHMFRlnrbOXZBL8X,Marca MP,corrido,0.737,0.552,0.263,0.0,0.491,-6.827,0.0454,130.698,0.858
4604,Where The Green Grass Grows,0nDjzA4kns1QOWPXuOn6Xw,Tim McGraw,contemporary country,0.198,0.479,0.698,0.0,0.126,-7.914,0.0277,159.699,0.673
4605,Gorgeous,23SZWX2IaDnxmhFsSLvkG2,Kanye West,chicago rap,0.0207,0.598,0.713,0.000175,0.431,-3.625,0.0326,91.964,0.118
4606,I Don't Do Drugs (feat. Ariana Grande),2HzPCR7K0RR8nutu3l3QtN,Doja Cat,dance pop,0.222,0.683,0.615,8.25e-06,0.154,-5.737,0.0966,77.014,0.45
4607,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,Migos,atl hip hop,0.307,0.92,0.674,0.0,0.104,-5.662,0.264,141.967,0.741
4608,Boo'd Up,0At2qAoaVjIwWNAqrscXli,Ella Mai,dance pop,0.0862,0.561,0.779,0.0,0.078,-5.107,0.0531,81.965,0.235
4609,Burnin' Up,2VEsmoek0sol9MnJFyoG9e,Jonas Brothers,boy band,0.0296,0.667,0.954,0.0,0.331,-3.462,0.0817,114.0,0.807
4610,5 Grand at 8 to 1,1RSjxBz03F6vEqoHT9jWBa,$uicideboy$,dark trap,0.444,0.776,0.719,0.0114,0.195,-4.431,0.0886,91.948,0.232
4611,pick up the phone,20dP2DaMHIAmwWAbp7peSr,Young Thug,atl hip hop,0.114,0.711,0.739,0.0,0.226,-3.804,0.129,136.919,0.43
4612,Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71,Sam Hunt,contemporary country,0.0749,0.579,0.776,0.0,0.239,-5.365,0.173,136.044,0.434
4613,Us,16XiTUC2rQvb5lmtOm3FYY,James Bay,modern rock,0.177,0.559,0.473,1.5e-06,0.108,-4.147,0.0364,69.973,0.341
4614,Back That Azz Up,6o2g1BJvtYQssH84kBYs7y,JUVENILE,bounce,0.0155,0.874,0.714,0.0,0.0968,-6.664,0.129,95.826,0.541
4615,unravel,0GLyqTysS0DFoeKjURtB8s,TK from Ling tosite sigure,j-poprock,0.0495,0.507,0.889,0.0,0.0983,-2.755,0.086,135.021,0.333
4616,Unstoppable,6rrKbzJGGDlSZgLphopS49,The Score,modern alternative rock,0.00129,0.485,0.843,1.01e-05,0.14,-3.993,0.0467,78.001,0.602
4617,Uprising,4VqPOruhp5EdPBeR92t6lQ,Muse,modern rock,0.000202,0.602,0.905,0.064,0.117,-4.046,0.0775,128.019,0.411
4618,When I Grow Up,21pySLskKIKrhDziCX5ojQ,The Pussycat Dolls,dance pop,0.00165,0.671,0.685,0.0,0.398,-5.762,0.05,118.449,0.368
4619,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,Billie Eilish,electropop,0.0468,0.334,0.599,0.000392,0.205,-5.742,0.0365,161.74,0.127
4620,How to Be a Heartbreaker,2Ow4Pmi0VOOLvbmJ8V70qo,MARINA,dance pop,0.0142,0.69,0.897,0.0,0.108,-4.696,0.0506,140.05,0.849
4621,John The Fisherman,4kiVGEOrzWmEUCxXU21rtN,Primus,alternative metal,0.000816,0.604,0.948,0.00714,0.0446,-3.093,0.0595,115.132,0.861
4622,1993 (feat. Little Ricky ZR3),0ssRH9I8P7X7tawJQiIhzE,Oliver Tree,alternative hip hop,0.00633,0.701,0.676,1.34e-05,0.0704,-5.873,0.0642,105.041,0.54
4623,Jump Right In,0Pmqh6inLb9GP9FT43rvxL,Zac Brown Band,contemporary country,0.0888,0.697,0.82,0.0,0.143,-5.108,0.0575,104.022,0.655
4624,Legs - 2008 Remaster,7t6CAWplijBj4sdl0q3z0e,ZZ Top,album rock,0.00957,0.611,0.946,0.0708,0.36,-5.357,0.0378,125.398,0.763
4625,JU$T (feat. Pharrell Williams & Zack de la Rocha) - Toy Selectah Remix,0qUJzbdCMh1RtnReloWUMh,Run The Jewels,escape room,0.263,0.867,0.903,0.0,0.22,-3.126,0.0826,133.044,0.872
4626,Beautiful Drug,6r2wRVeWXlNGFLX9OFF2zI,Zac Brown Band,contemporary country,0.0369,0.617,0.847,2.84e-06,0.123,-5.447,0.0777,125.943,0.363
4627,HONEST,5uKF2xt6rVWjgBOS7uUpif,Jeremy Zucker,electropop,0.13,0.744,0.627,0.0,0.0993,-6.882,0.265,99.977,0.781
4628,Westside Zone 1,5QkVEpqR0dJqL23hGKK7tV,Soulja Boy,atl hip hop,0.158,0.793,0.605,0.0,0.0724,-4.878,0.408,117.153,0.736
4629,Zombie Zoo,4W4uXl0hHGJE1usx6288Pv,Tom Petty,album rock,0.0328,0.685,0.886,0.0,0.0362,-10.653,0.0323,116.222,0.819
4630,Working For It,2HJQcyUpmUuvzS5vBAICIc,ZHU,edm,0.0971,0.776,0.715,0.0131,0.247,-6.587,0.0505,99.951,0.502
4631,Como Antes,69ZaPBHhRMRDjRpW1ivnOU,Bad Bunny,latin,0.668,0.767,0.379,0.000145,0.217,-10.348,0.0385,103.956,0.252
4632,Push It,6O7pihLJgeqxUnG7u9oYL2,Static-X,alternative metal,0.000393,0.557,0.978,4.42e-06,0.287,-3.965,0.0493,149.887,0.499
4633,Subaru Crosstrek XV,5bQ1qgqZhpCS9RQCUZaqBO,Hobo Johnson,emo rap,0.0357,0.826,0.528,0.0,0.605,-8.326,0.344,99.966,0.539
4634,A GHETTO CHRISTMAS CAROL,1QKDXegQxJBzSs8ZBNtGbT,XXXTENTACION,emo rap,0.074,0.817,0.697,0.00716,0.101,-5.897,0.211,147.965,0.334
4635,"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]",2WKJcMeqmjkL4FzFoJszR7,Chloe x Halle,alternative r&b,0.00595,0.628,0.649,0.0,0.25,-10.171,0.202,82.907,0.476
4636,No Rules,1lb61ya67YS87CtjYN0bil,TOMORROW X TOGETHER,k-pop,0.00158,0.747,0.736,3.3e-05,0.214,-4.636,0.0544,120.03,0.703
4637,$$$ - with Matt Ox,65u1dHQyQyE4y4aN2eDmMF,XXXTENTACION,emo rap,0.0636,0.774,0.507,0.0,0.138,-6.952,0.065,140.067,0.508
4638,what are you so afraid of,57nOpVSc3j9o03Cr928ZM4,XXXTENTACION,emo rap,0.774,0.639,0.312,0.469,0.0857,-9.902,0.0301,103.369,0.347
4639,Kings of Summer - Single Version,4Tid4MwqgR1CfKCun3tFon,ayokay,electropop,0.222,0.734,0.661,2.18e-06,0.201,-6.705,0.0356,134.93,0.253
4640,All of This (Jorja Smith x GuiltyBeatz),6u06O02Qv5ZdwD0x9SqEbX,Jorja Smith,pop,0.0345,0.616,0.504,0.000764,0.0667,-6.882,0.091,155.964,0.4
4641,9 and Three Quarters - Run Away,1rqb2FCXVn2HNL1afJEnTr,TOMORROW X TOGETHER,k-pop,0.0055,0.639,0.756,0.0,0.13,-4.42,0.0606,128.931,0.531
4642,Yale,0HTIrbUwwFn984RzVZm5Fk,Ken Car$on,underground hip hop,0.000487,0.728,0.442,8.21e-06,0.149,-10.095,0.0565,142.025,0.441
4643,MONTERO (Call Me By Your Name),32L05FkUrYfVlc0IwJ45ld,Lil Nas X,lgbtq+ hip hop,0.263,0.433,0.498,0.0,0.339,-6.711,0.207,79.434,0.69
4644,Me Sobrabas Tú,33XISWpHJRbAvFSMW1y44A,Banda Los Recoditos,banda,0.698,0.729,0.507,0.0,0.26,-4.94,0.0486,154.926,0.961
4645,VOICES (feat. XXXTENTACION),2Yr2BzqNDpIh0YQcnFqM09,Skye,,0.00959,0.678,0.672,0.0,0.0868,-5.688,0.0302,136.933,0.625
4646,Fall In Love,4m1mrlWu35x0trDuKE5XvX,Craig Xen,dark trap,0.9,0.709,0.57,0.0,0.0784,-9.574,0.352,80.003,0.605
4647,Pa Que Sepan,4EJKQ9fDwPddxk44CyxYin,Herencia de Patrones,corrido,0.559,0.742,0.856,0.0,0.0737,-4.092,0.0899,159.938,0.855
4648,¿Como Quieres Que Te Olvide?,2cuUP7pVlrYMnDqkmbOAhE,Wisin & Yandel,electro latino,0.35,0.631,0.609,0.0,0.3,-7.616,0.0372,88.991,0.567
4649,Had Enough (feat. Quavo & Offset),6SPgp2qK3fb4wPX1SldrNf,Don Toliver,rap,0.26,0.748,0.789,0.0,0.13,-4.579,0.105,147.957,0.67
4650,Te Quiero Pa´Mi,2tidbO6x9rXDyyGsjmvbXK,Don Omar,latin,0.124,0.765,0.816,8.19e-05,0.197,-3.99,0.0595,89.005,0.624
4651,Tus Jefes No Me Quieren,5ZkVnHs6BZViyXnl4LmRXh,Grupo Ensamble,cumbia sonidera,0.181,0.658,0.455,2.61e-05,0.0671,-11.705,0.137,179.991,0.968
4652,¿Por Que Me Enamoré?,18J1Ke20aBiyK0nv9gnjez,Ulices Chaidez,corrido,0.843,0.661,0.474,3.98e-05,0.111,-6.67,0.0353,145.924,0.798
4653,Stay Next To Me (with Chelsea Cutler),7kTlHVCARylJAqm40yVoWE,Quinn XCII,electropop,0.0805,0.581,0.584,0.0,0.366,-4.928,0.284,179.954,0.756
4654,Más Que Tu Amigo,1Vy7WUJubV9JEoebuJ9dfe,Marco Antonio Solís,grupera,0.221,0.786,0.604,0.0166,0.063,-7.608,0.0413,97.461,0.81
4655,Radio Ga Ga - Remastered 2011,1HmzAZUvhQLhLo2z3ocpZI,Queen,classic rock,0.179,0.744,0.502,0.000172,0.19,-7.705,0.0359,112.345,0.655
4656,"Después de Ti, ¿Quién?",3qGkFQOEJ0w0SqnAXFeG2v,La Adictiva Banda San José de Mesillas,banda,0.554,0.689,0.532,1.58e-06,0.204,-3.888,0.0296,122.004,0.594
4657,I Want To Break Free - Remastered 2011,7h2yhVxcZOGyQdOwD4Hu8J,Queen,classic rock,0.0853,0.795,0.433,0.000284,0.0762,-8.927,0.0324,108.947,0.6
4658,Si Me Dices Que Sí,56Ta1O7Jxxpjnc6cWdDKUo,Reik,latin,0.00473,0.578,0.634,0.0,0.132,-5.979,0.333,183.89,0.216
4659,The Question,6ABAUBmOyfPtAUU0IpEKJf,Mac Miller,hip hop,0.0555,0.736,0.583,0.00367,0.124,-6.088,0.109,134.99,0.265
4660,Bohemian Rhapsody,6l8GvAyoUZwWDgF1e4822w,Queen,classic rock,0.271,0.397,0.386,0.0,0.188,-10.405,0.0503,144.242,0.21
4661,"Flex (Ooh, Ooh, Ooh)",4T0ScSPdQKmGvruK7pavNP,Rich Homie Quan,atl hip hop,0.0389,0.726,0.607,0.0,0.19,-7.68,0.0498,81.997,0.891
4662,Gangstas & Sippas (feat. Q Da Fool),6dRK7lr3WCpQjfSFSA0oI1,Shoreline Mafia,cali rap,0.0259,0.743,0.424,0.00105,0.112,-6.958,0.51,201.066,0.266
4663,Que Raro,1mv37vKzHRpML5XkQejsex,Feid,colombian pop,0.328,0.755,0.844,8.8e-06,0.555,-6.234,0.326,171.867,0.745
4664,Que Raro,0bksHQVxb6ZdcQOwZcnr1m,Feid,colombian pop,0.328,0.755,0.844,8.8e-06,0.555,-6.234,0.326,171.867,0.745
4665,De Los Besos Que Te Di,1qfoq1qvZT7VwDVeekCJ97,Christian Nodal,mariachi,0.388,0.504,0.503,0.0,0.0608,-3.313,0.0422,195.593,0.709
4666,It's Quiet Uptown,40LYL1Z6xgCn5cBybo5K0D,Renée Elise Goldsberry,hollywood,0.796,0.484,0.187,0.0,0.0785,-14.076,0.0423,129.753,0.227
4667,Pieces (feat. Queen Naija),1imu5UT6eOp4EoTYDDB4vZ,YNW Melly,melodic rap,0.631,0.792,0.66,0.0,0.307,-4.473,0.0799,121.002,0.725
4668,Girl is a Gun,5sTsbKMuBuIZoGHfoFXdwU,Halsey,dance pop,0.00478,0.639,0.873,1.16e-05,0.125,-4.64,0.0395,150.01,0.704
4669,Gimme Three Steps,0x2wtJbtJrox3SDmnMj97x,Lynyrd Skynyrd,album rock,0.698,0.554,0.74,6.9e-05,0.225,-7.706,0.0803,133.363,0.804
4670,ALMAS GEMELAS,2KcNrONbZ0hvBPjvrDO2tx,Myke Towers,trap latino,0.182,0.793,0.745,0.000189,0.293,-4.579,0.0571,94.979,0.716
