,name,id,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
4355,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",36J0iaPDGbYGsHvYpaYs3k,Dreamville,hip hop,0.0392,0.761,0.586,0.0,0.0558,-5.368,0.359,149.804,0.719
4356,Provide (feat. Chris Brown & Mark Morrison),0tQmgwFKw9069z1BXniOiA,G-Eazy,hip hop,0.0165,0.652,0.803,0.0,0.307,-4.116,0.238,95.025,0.661
4357,Lifestyles of the Rich & Famous,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,pop punk,0.00043,0.62,0.93,0.0,0.0686,-3.685,0.0374,106.22,0.609
4358,And It's Still Alright,2tRxHjEkdgGMv9kZbOyqOH,Nathaniel Rateliff,deep new americana,0.689,0.521,0.492,0.619,0.118,-9.127,0.0297,77.585,0.301
4359,Wait and Bleed,2gscB6kDOmrv1P6qs2KXE3,Slipknot,alternative metal,0.00208,0.382,0.996,0.0,0.417,-4.119,0.104,93.345,0.327
4360,Shy Away,2nG54Y4a3sH9YpfxMolOyi,Twenty One Pilots,modern rock,0.000818,0.588,0.856,0.0739,0.238,-5.242,0.0316,96.966,0.635
4361,The Way,06EL94D0TA27Ik0Ke5usbj,Ariana Grande,dance pop,0.294,0.645,0.877,0.0,0.0759,-3.208,0.113,82.324,0.861
4362,Training Wheels,3EGW6TGGbdk6Ys1Y3HU3lj,Melanie Martinez,alt z,0.697,0.571,0.481,0.0,0.089,-7.179,0.0444,113.753,0.0807
4363,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix,dance pop,0.0895,0.584,0.54,0.0,0.261,-7.786,0.0576,137.972,0.195
4364,Manslaughter (feat. Rick Ross & The-Dream),5EVzgDPaM0LCM3M5exl3z8,Pop Smoke,brooklyn drill,0.135,0.441,0.623,0.0,0.14,-7.331,0.0414,78.082,0.285
4365,At The Top (with Kodak Black & Mustard),4buaMK8tYXGF7Ca3u8iLtE,Coi Leray,new jersey underground rap,0.278,0.765,0.423,0.0,0.204,-9.608,0.378,97.919,0.226
4366,Tuyo y Mío,4msyEItsAavVb5pZYCuz4n,Camilo,colombian pop,0.59,0.626,0.535,0.0,0.172,-5.327,0.0408,77.984,0.848
4367,Where Them Girls At (feat. Nicki Minaj & Flo Rida),63rbP24OzfaQCJjsHWZXnY,David Guetta,big room,0.0306,0.664,0.872,0.0,0.228,-3.117,0.0396,129.873,0.555
4368,Maneater,7j74lucZ59vqN67Ipe2ZcY,Daryl Hall & John Oates,album rock,0.0405,0.724,0.498,8.56e-05,0.0761,-13.083,0.0423,88.825,0.823
4369,Not A Rapper (feat. Lil Baby & Yo Gotti),0qnHywpYq7D2SGMpuHEasL,42 Dugg,detroit trap,0.128,0.888,0.715,0.0,0.0898,-3.377,0.274,120.106,0.557
4370,End Game,2x0WlnmfG39ZuDmstl9xfX,Taylor Swift,pop,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151
4371,Through and Through,4RHyIzFRht2z17XeHB9dsF,khai dreams,indie pop,0.383,0.851,0.424,0.0,0.0843,-9.307,0.0463,94.927,0.591
4372,Through the Fire and Flames,6nnacTL5on2aVsRhVDNUSo,DragonForce,british power metal,0.00176,0.113,0.951,0.00718,0.334,-4.743,0.129,200.024,0.139
4373,Melon and the Coconut,1sEVBC1D6iLIm7RIwEel7C,Glass Animals,gauze pop,0.976,0.554,0.354,0.674,0.305,-15.02,0.0489,87.831,0.298
4374,Me and Your Mama,31tf1qEai5o5f4r66Kd0pU,Childish Gambino,atl hip hop,0.0116,0.534,0.433,0.0452,0.0667,-12.628,0.0357,117.834,0.235
4375,On & On,0tNuJpBgtE65diL6Q8Q7fI,Erykah Badu,afrofuturism,0.0396,0.762,0.403,0.0113,0.256,-10.423,0.158,80.476,0.346
4376,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,Clean Bandit,dance pop,0.406,0.72,0.763,0.0,0.18,-4.068,0.0523,101.965,0.742
4377,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),6ya8ejoKgw906Y8LWclqrp,Nipsey Hussle,conscious hip hop,0.0825,0.671,0.833,0.0,0.0726,-5.152,0.395,79.351,0.702
4378,Show & Tell,7po7c8LzxTZ0ybU41qT5gD,Melanie Martinez,alt z,0.304,0.535,0.746,0.0,0.359,-5.644,0.275,109.994,0.648
4379,6 Kiss,7tgjDlQsMR8RvkdlNCJA58,Trippie Redd,melodic rap,0.109,0.687,0.449,0.0,0.282,-10.061,0.154,142.048,0.229
4380,Kiss Me,754kgU5rWscRTfvlsuEwFp,Sixpence None The Richer,neo mellow,0.023,0.526,0.749,1.76e-06,0.0692,-6.964,0.0283,99.982,0.421
4381,what doesn’t kill me,7zb8Mm1BjMbS6vM76ktyvQ,Kacey Musgraves,contemporary country,0.276,0.589,0.564,9.54e-06,0.089,-6.688,0.0525,160.114,0.471
4382,Scotty Doesn't Know,1LkoYGxmYpO6QSEvY5C0Zl,Lustra,,0.000449,0.317,0.887,9.23e-06,0.363,-4.525,0.0472,174.009,0.544
4383,Kill This Love,6hvczQ05jc1yGlp9zhb95V,BLACKPINK,k-pop,0.323,0.763,0.835,0.00221,0.225,-5.234,0.191,131.875,0.645
4384,I'm Just a Kid,6otiaV2fagE3s8IvP6WkwG,Simple Plan,canadian pop punk,0.00107,0.527,0.834,0.000102,0.0993,-5.531,0.0447,110.065,0.422
4385,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,Luke Bryan,contemporary country,0.129,0.739,0.682,0.0,0.328,-3.728,0.205,131.983,0.634
4386,Killshot,1jo3TwNGCXfNdB5uba3ZVv,Eminem,detroit hip hop,0.0995,0.893,0.651,0.0,0.371,-8.647,0.367,105.835,0.6
4387,Knock Knock,3uYm4MtU6jUQft2DtGqEoZ,Mac Miller,hip hop,0.0353,0.667,0.922,0.0,0.364,-4.857,0.128,108.952,0.509
4388,Die Young,7EQGXaVSyEDsCWKmUcfpLk,Kesha,dance pop,0.00498,0.711,0.7,0.000125,0.215,-4.805,0.046,128.001,0.801
4389,Kiss,62LJFaYihsdVrrkgUOJC05,Prince,funk,0.0135,0.898,0.271,0.00138,0.0461,-12.238,0.091,111.485,0.742
4390,Dark Knight Dummo,4apiNNK0jp9uqn3JDG9My1,Trippie Redd,melodic rap,0.167,0.28,0.821,0.0,0.139,-2.864,0.111,181.444,0.254
4391,The King,4M6XHrTc4RtdgKN9gzEAM6,Sarah Kinsley,,0.0776,0.631,0.67,0.112,0.086,-6.175,0.052,108.973,0.746
4392,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,Axwell /\ Ingrosso,dance pop,0.0275,0.646,0.741,0.0,0.312,-4.973,0.034,123.077,0.571
4393,Time Today,0YrKSfpvflYnLSBd4Jtu6J,Moneybagg Yo,hip hop,0.0458,0.912,0.608,0.0,0.248,-7.686,0.397,136.994,0.327
4394,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,latin,0.542,0.903,0.675,1.28e-05,0.0595,-3.445,0.214,96.507,0.442
4395,Batman,1xMvdOFQaql3EBkHmuh2TK,LPB Poody,florida rap,0.0754,0.893,0.565,0.0,0.0375,-4.74,0.268,81.009,0.808
4396,Monster,2UREu1Y8CO4jXkbvqAtP7g,Skillet,alternative metal,0.0431,0.64,0.957,0.0,0.0789,-2.336,0.0741,134.992,0.692
4397,The Bones,7yFhA2fUsL2oIMWlw5DaHQ,Maren Morris,contemporary country,0.278,0.612,0.57,0.0,0.0963,-6.642,0.0347,77.004,0.334
4398,Jungle,5uZm7EFtP5aoTJvx5gv9Xf,A Boogie Wit da Hoodie,melodic rap,0.308,0.538,0.52,0.0,0.214,-11.063,0.737,180.274,0.551
4399,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,Bad Bunny,latin,0.0626,0.672,0.594,5.14e-05,0.152,-6.813,0.0789,171.854,0.158
4400,Jumpman,27GmP9AWRs744SzKcpJsTZ,Drake,canadian hip hop,0.0559,0.852,0.553,0.0,0.332,-7.286,0.187,142.079,0.656
4401,Jealous,4G92yYrUs0cvY7G41YRI0z,Labrinth,indie poptimism,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104
4402,Juicy,7f5trao56t7sB7f14QDTmp,Doja Cat,dance pop,0.102,0.785,0.652,0.0,0.0697,-2.607,0.0668,170.024,0.484
4403,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,Far East Movement,asian american hip hop,0.00676,0.435,0.837,0.0,0.117,-8.126,0.449,124.913,0.778
4404,Let Go,1NCWXbUyF88ee30OMAe7dO,Aaron May,hip hop,0.046,0.87,0.498,0.0,0.146,-8.339,0.0622,110.017,0.692
4405,Even Though I'm Leaving,5Fhe63YOMZsGdB3CgCDuBi,Luke Combs,contemporary country,0.225,0.554,0.755,0.0,0.301,-6.04,0.0319,77.962,0.624
4406,Buy Me a Boat,2WKLUgklz0VDX5bKTZ3eYD,Chris Janson,contemporary country,0.319,0.574,0.745,0.0,0.11,-6.663,0.0507,154.042,0.693
4407,beamer boy,7hf89cT5FEmLV5E9fjrjG7,Lil Peep,emo rap,0.0509,0.743,0.732,1.77e-05,0.227,-4.511,0.104,123.994,0.339
4408,Welcome To The Party,0fIffclhgJC5h8AdMMVvkp,Pop Smoke,brooklyn drill,0.0134,0.637,0.723,7.87e-05,0.196,-5.547,0.091,143.013,0.228
4409,Poison,5NijSs5dAwaIybq1GaRTIe,Brent Faiyaz,dmv rap,0.711,0.689,0.394,0.000905,0.0859,-10.102,0.065,117.489,0.382
4410,Keep Me in Mind,2RWoCx917at0tDmpvIyiMH,Zac Brown Band,contemporary country,0.159,0.684,0.715,0.0,0.181,-6.132,0.0336,96.018,0.564
4411,Stay With Me (feat. Jeremy Zucker),65Bynqyt59f3fojjs1Uo41,ayokay,electropop,0.489,0.694,0.695,0.000159,0.131,-6.612,0.0705,100.035,0.468
4412,Childs Play (feat. Chance the Rapper),7GPstnufSTScEaw9dMxO9H,SZA,pop,0.775,0.759,0.342,0.0,0.112,-9.044,0.0406,99.995,0.22
4413,Nomad,753sRMieYWBC6HGodwtkjI,Zion.T,k-pop,0.00729,0.555,0.64,5.53e-05,0.0571,-5.242,0.0258,91.98,0.429
4414,Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],4mQVHEjrnuUd7G5IVhSYTk,Justin Timberlake,dance pop,0.0927,0.797,0.611,1.37e-06,0.259,-4.99,0.183,102.034,0.426
4415,Time,6ZFbXIJkuI1dVNWvzJzown,Hans Zimmer,german soundtrack,0.155,0.221,0.0879,0.698,0.0869,-16.996,0.0381,126.622,0.0401
4416,Vibez,709F3MwiVvLD0LQXeKs5Cz,ZAYN,dance pop,0.242,0.635,0.659,0.0285,0.105,-7.499,0.116,96.855,0.34
4417,Someone I Used To Know,2GHJ7SJUd1KunqhFyI7vFf,Zac Brown Band,contemporary country,0.000927,0.621,0.746,0.00108,0.102,-5.69,0.03,107.953,0.334
4418,Clique,65rRB2mspD309xE6YimZTl,Kanye West,chicago rap,0.0534,0.66,0.539,0.0,0.222,-5.947,0.324,109.318,0.307
4419,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,pop,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,101.956,0.842
4420,999 (with Camilo),0EtuSDTRJYUwlPf4y6coIz,Selena Gomez,dance pop,0.105,0.781,0.748,0.0,0.156,-4.604,0.242,149.819,0.788
4421,Cyber Sex,1ghvzmzpx2nnrbx7wtpMgo,Doja Cat,dance pop,0.318,0.917,0.657,3.62e-06,0.0754,-5.716,0.0921,131.03,0.818
4422,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,Machine Gun Kelly,ohio hip hop,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,0.305
4423,Colder Weather,23hDnIFoFlVTDA6y8YrJoR,Zac Brown Band,contemporary country,0.455,0.667,0.381,0.0,0.116,-7.494,0.0294,135.975,0.199
4424,in heat.,6T3sH1EuBMijU1MHe2WFJt,Hentai Xander,,0.501,0.568,0.301,0.0,0.0813,-8.544,0.138,128.059,0.329
4425,GOLDWING,0FfqyjhB6Kspvit1oOo7ax,Billie Eilish,electropop,0.755,0.654,0.303,0.159,0.0957,-13.943,0.126,160.095,0.168
4426,Heartache Medication,5qdQPrWmZv8xYhMJCDrdHF,Jon Pardi,contemporary country,0.0361,0.621,0.791,0.0,0.143,-3.343,0.0265,95.075,0.734
4427,Here,1wYZZtamWTQAoj8B812uKQ,Alessia Cara,canadian contemporary r&b,0.0785,0.376,0.821,0.0,0.0823,-3.974,0.104,120.462,0.331
4428,Happier,7bFFovWspMLr2botfGhFe5,Marshmello,brostep,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.011,0.671
4429,hostage,1WsEgieHsWWndAzLkmV105,Billie Eilish,electropop,0.868,0.427,0.123,3.12e-05,0.0732,-15.228,0.0497,129.565,0.0394
4430,Overdrive,3QyoC6OvQUmpQwQZ18iaTs,Conan Gray,bedroom pop,0.0101,0.568,0.788,0.0,0.141,-6.28,0.0377,104.959,0.46
4431,5% TINT,11kDth1aKUEUMq9r1pqyds,Travis Scott,rap,0.173,0.712,0.481,0.0,0.241,-5.415,0.0487,140.0,0.062
4432,Awake and Alive,0nkzd3yNniB767zSDDdLZ3,Skillet,alternative metal,0.0425,0.434,0.939,0.0,0.491,-2.983,0.0593,159.932,0.569
4433,Hot (Remix) [feat. Gunna and Travis Scott],56AMYGJzxBO6p8v0wEe9de,Travis Scott,rap,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,111.983,0.545
4434,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),7wTA0NKIm6T7nP2kaymU2a,Dreamville,hip hop,0.0858,0.825,0.672,0.0,0.123,-7.108,0.418,147.01,0.246
4435,ONE BEER (feat. Lauren Alaina & Devin Dawson),5Y05LYM8LhnQN78GqfjSeK,HARDY,contemporary country,0.564,0.516,0.745,0.0,0.275,-8.352,0.0774,186.006,0.826
4436,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,Ski Mask The Slump God,miami hip hop,0.257,0.881,0.623,1.5e-06,0.0964,-9.662,0.119,88.953,0.745
4437,Go Flex,5yuShbu70mtHXY0yLzCQLQ,Post Malone,dfw rap,0.228,0.665,0.498,0.0,0.0757,-8.185,0.0832,81.967,0.127
4438,Freak,3aA6xB0tOilDDX17fIJ0Bl,Doja Cat,dance pop,0.0969,0.688,0.716,0.0,0.0989,-5.702,0.0385,116.912,0.373
4439,IMY2 (with Kid Cudi),7F9cT6hIRhnFCYP6GKS0tf,Drake,canadian hip hop,0.402,0.59,0.493,0.00504,0.129,-8.704,0.0367,150.026,0.0498
4440,Hero,4CbKVDZkYKdv69I4bCaKUq,Skillet,alternative metal,0.00791,0.533,0.967,0.0,0.336,-2.543,0.0995,142.018,0.782
4441,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,Billie Eilish,electropop,0.921,0.778,0.422,0.00924,0.0958,-10.114,0.0482,120.033,0.187
4442,1 Scale (feat. G Herbo),5gmkw2031VVIboYqPIjSWB,Young Dolph,gangster rap,0.0289,0.878,0.635,0.0,0.276,-5.811,0.24,135.035,0.331
4443,Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,Leslie Odom Jr.,broadway,0.522,0.609,0.435,0.0,0.118,-7.861,0.285,131.995,0.552
4444,Harness Your Hopes - B-side,4vsoWZcvtvSsE0OiVvDDvX,Pavement,alternative rock,0.289,0.604,0.573,0.0406,0.133,-7.804,0.037,107.862,0.581
4445,Hawái,4uoR6qeWeuL4Qeu2qJzkuG,Maluma,latin,0.189,0.787,0.728,2.29e-05,0.0629,-3.455,0.389,180.066,0.545
4446,HDMI,7I4ibsZgwuf46g0xHuTC8s,BONES,dark trap,0.686,0.713,0.29,0.807,0.318,-16.365,0.0647,124.941,0.121
4447,Happy Pills,3zjjzKg16tczCMwckGKGuH,Weathers,alt z,0.00327,0.521,0.885,0.00904,0.324,-4.934,0.125,115.985,0.344
4448,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,Melanie Martinez,alt z,0.0161,0.568,0.692,0.0,0.148,-4.513,0.0589,92.023,0.577
4449,C U Girl,6FBzhcfgGacfXF3AmtfEaX,Steve Lacy,afrofuturism,0.663,0.414,0.473,0.0523,0.128,-8.911,0.116,100.0,0.409
4450,Glamorous,4KTtYhxFtFL7mBwnjkKfLm,Fergie,dance pop,0.288,0.81,0.755,0.0,0.0857,-6.408,0.201,130.99,0.623
4451,Gimme Shelter,6H3kDe7CGoWYBabAeVWGiD,The Rolling Stones,british invasion,0.447,0.634,0.63,0.039,0.17,-8.277,0.031,118.628,0.489
4452,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,pop,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865
4453,Parachute,5jROdl6MhcmP3O7h2sVgtw,Chris Stapleton,contemporary country,0.00967,0.642,0.762,5.72e-05,0.182,-7.411,0.0296,113.038,0.605
4454,Panama - 2015 Remaster,05RgAMGypEvqhNs5hPCbMS,Van Halen,album rock,0.00122,0.526,0.978,4.75e-05,0.0744,-5.436,0.108,141.167,0.451
4455,Hello?,7qwt4xUIqQWCu1DJf96g2k,Clairo,bedroom pop,0.641,0.839,0.473,0.000459,0.0939,-7.835,0.0607,98.732,0.0644
4456,Zombie,1vNoA9F5ASnlBISFekDmg3,Bad Wolves,alternative metal,0.00756,0.448,0.826,0.0,0.117,-3.244,0.0319,77.093,0.19
4457,Zim Zimma,7g9DNzAU2QP88rE4BgIJpp,Joyner Lucas,boston hip hop,0.0871,0.883,0.621,0.0,0.499,-6.063,0.212,149.052,0.676
4458,Z71,4vfN00PlILRXy5dcXHQE9M,Sean Stemaly,contemporary country,0.00287,0.503,0.879,6.38e-06,0.0581,-4.82,0.03,132.04,0.361
4459,Wonder,5KCbr5ndeby4y4ggthdiAb,Shawn Mendes,canadian pop,0.131,0.333,0.637,1.8e-05,0.149,-4.904,0.0581,139.898,0.132
4460,The Weight - Remastered,0P7DoyGrr4Wp9w5TotEtUC,The Band,album rock,0.373,0.63,0.551,5.75e-05,0.103,-9.28,0.0549,143.868,0.518
4461,Wellerman - Sea Shanty,54OBgO0Xwu20Jak9TMXbR7,Nathan Evans,,0.614,0.675,0.359,0.0,0.137,-5.157,0.108,191.903,0.792
4462,Watermelon Crawl,3Q9t1A12iUemHTAWnH7PjD,Tracy Byrd,contemporary country,0.173,0.759,0.723,0.0,0.179,-9.315,0.028,136.746,0.962
4463,Apocalypse,3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,ambient pop,0.0194,0.369,0.467,0.46,0.109,-9.018,0.0274,94.473,0.174
4464,Closing Time,1A5V1sxyCLpKJezp75tUXn,Semisonic,pop rock,0.0204,0.478,0.854,1.21e-06,0.115,-5.454,0.0289,91.854,0.274
4465,My Church,1LM5zQv5pBKPyO7rm7Uz6U,Maren Morris,contemporary country,0.243,0.517,0.743,3.36e-06,0.107,-4.336,0.0363,76.979,0.664
4466,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,Bazzi,dance pop,0.346,0.638,0.717,0.0,0.105,-4.722,0.0337,100.027,0.249
4467,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,north carolina hip hop,0.189,0.769,0.787,0.0,0.129,-3.909,0.367,126.77,0.836
4468,Feeling Myself,5fyIGoaaKelzdyW8ELhYJZ,Nicki Minaj,dance pop,0.437,0.564,0.703,0.00927,0.358,-5.459,0.269,139.045,0.477
4469,"Porque Te Quiero (Feat. Luis Alfonso Partida ""El Yaki"")",5i4mvYSt8A5tAd1X8wb97g,Grupo Firme,corrido,0.733,0.428,0.483,0.0,0.145,-5.618,0.0468,147.97,0.508
4470,Then Leave (feat. Queendom Come),2Xoc4gqPbBa3QHKpBLJ5l8,BeatKing,houston rap,0.0656,0.912,0.568,0.000105,0.0521,-6.107,0.476,140.968,0.491
4471,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),4O1uCappFiU3bisYUdUBWy,YoungBoy Never Broke Again,baton rouge rap,0.21,0.722,0.88,0.0,0.324,-3.989,0.24,92.024,0.79
4472,Dime Que Sí,664N81BanO9zNURGi2iliG,Jay Wheeler,latin,0.326,0.899,0.48,0.0,0.0735,-6.196,0.06,94.011,0.392
4473,There Is a Light That Never Goes Out - 2011 Remaster,0WQiDwKJclirSYG9v5tayI,The Smiths,madchester,0.04,0.523,0.769,0.0,0.136,-5.855,0.0269,136.162,0.876
4474,Flare Guns,7cM9Kqto11iJpY2RwgVJSq,Quinn XCII,electropop,0.26,0.812,0.472,0.0,0.285,-6.806,0.0603,92.951,0.457
4475,Sedate Dawn,17dxXweuShPwv4eXAqJMXz,Quinn Joshua,sleep,0.91,0.0999,0.0273,0.66,0.11,-31.428,0.0405,68.322,0.117
4476,Amor Prohibido,1kCewNSs909Xj1naXr36X8,Selena,mexican pop,0.669,0.681,0.504,0.0,0.142,-11.099,0.0284,89.994,0.705
4477,Into The Dark (feat. Kellin Quinn),7qCzenL7S1onPt6QdRsDsd,Point North,pop punk,0.000504,0.544,0.921,0.0,0.391,-4.03,0.0512,95.018,0.603
4478,¿Y Todo Para Qué?,53IpyJOqUIcCzCUtMjP9oy,Intocable,corrido,0.336,0.694,0.637,5.4e-05,0.322,-7.786,0.0274,102.833,0.782
4479,Bed Friend (feat. Queen Naija),0NeBH6OPQMBJMcmhRoCUmv,Jacquees,atl hip hop,0.0148,0.654,0.683,0.0,0.109,-3.906,0.0578,113.86,0.321
4480,Daddy (feat. Quinn XCII),4pJzUvwU5ufYr8rLdQ6aYK,Tiny Meat Gang,meme rap,0.068,0.879,0.522,0.0,0.0988,-8.934,0.069,99.997,0.326
4481,Aim For The Moon (feat. Quavo),6O7fPYTsb2mY0PiFt2ymDB,Pop Smoke,brooklyn drill,0.497,0.713,0.605,3.46e-06,0.115,-7.487,0.107,142.025,0.432
4482,Pieces (feat. Queen Naija),7qDb2aYT1RIxhKT83HzDQ7,YNW Melly,melodic rap,0.555,0.812,0.609,0.0,0.296,-5.452,0.0695,121.026,0.707
4483,Oh My Dis Side (feat. Quavo),2rMFawCg4BW65jzbwztXAV,Travis Scott,rap,0.352,0.459,0.623,0.0,0.131,-4.45,0.0489,126.018,0.205
4484,Back Door (feat. Quavo & Kodak Black),6f84PrgxSWSv4EBRweHXZJ,Pop Smoke,brooklyn drill,0.0698,0.695,0.722,3.72e-06,0.17,-7.588,0.0452,160.015,0.511
4485,ABG,1mHLxIGKfmWBdH1bZzO7pW,Quando Rondo,melodic rap,0.482,0.722,0.81,0.0,0.0954,-3.395,0.373,176.108,0.937
4486,Peace and Quiet,6fKAXHHXXu0IrgNbOASoFS,Zen Atlas,sleep,0.284,0.135,0.0385,0.74,0.111,-29.121,0.0457,70.439,0.0329
4487,Habits (Stay High) - Hippie Sabotage Remix,62N2JSA0jHmSH7Va9t7hIf,Tove Lo,dance pop,0.00108,0.735,0.686,0.874,0.0933,-7.562,0.0366,121.011,0.0656
4488,¿Por Qué Me Haces Llorar?,68pE8830rWrd5LSSfKcRqn,Juan Gabriel,cancion melodica,0.0342,0.659,0.497,7.2e-06,0.137,-8.073,0.0353,112.017,0.764
4489,Good Form (feat. Lil Wayne),6supMAknraGpJrN5qqYfV8,Nicki Minaj,dance pop,0.0533,0.898,0.733,0.000115,0.102,-4.75,0.178,96.51,0.295
4490,96 Quite Bitter Beings,7AimHQrOUoUTYbVX87D3Zl,CKY,alternative metal,0.00184,0.458,0.779,4.28e-05,0.313,-8.312,0.0486,99.093,0.729
4491,Tengo Que Colgar,2yGNkkwU2iT0doFxkxhcXH,Banda MS de Sergio Lizárraga,banda,0.111,0.779,0.445,5.44e-06,0.0992,-5.59,0.0329,126.007,0.642
4492,Suzie Q,4IyeB0xheEDG7hXvucNuMJ,Creedence Clearwater Revival,classic rock,0.0601,0.435,0.617,0.00288,0.167,-11.391,0.0324,129.912,0.696
4493,BYE ME FUI,0FktnzDqjClqU6iqOZVEs2,Bad Bunny,latin,0.412,0.712,0.599,2.15e-05,0.103,-6.342,0.112,179.788,0.588
4494,Bigger Than You (feat. Drake & Quavo),5S1IUPueD0xE0vj4zU3nSf,2 Chainz,atl hip hop,0.247,0.888,0.515,0.0,0.446,-6.246,0.271,141.009,0.264
4495,Quiero Que Sepas,3aeYcDlH6mSwx7Nx63D7zS,Cardenales De Nuevo León,corrido,0.344,0.841,0.619,0.000389,0.141,-7.265,0.0465,101.542,0.831
4496,BEAMIN',4JlOPpMwwZTfT0wDsuBBOc,Quadeca,pop rap,0.184,0.839,0.725,0.0,0.296,-6.493,0.301,120.022,0.809
4497,Te quiero,6tu2FHuKL9C8pwNrityweQ,Hombres G,latin,0.0029,0.736,0.711,0.000275,0.0948,-5.503,0.0352,112.305,0.72
4498,Prom Queen,2WEAKylXBPr9PJNANBSTDG,Molly Kate Kestner,lds youth,0.0495,0.601,0.706,0.0,0.0982,-4.537,0.0458,91.996,0.249
4499,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh,Anuel AA,latin,0.372,0.773,0.57,0.00524,0.108,-3.482,0.113,95.038,0.772
4500,Straightjacket,51LIqkda3pTeECZUhMnool,Quinn XCII,electropop,0.153,0.838,0.546,0.0,0.0656,-6.811,0.295,137.027,0.745
4501,Te Quiero Enamorar,5fF2sFTk3Ir6L4p2vwRLly,Porte Diferente,corrido,0.278,0.719,0.597,0.0,0.0954,-6.6,0.072,155.261,0.626
4502,Baby,2nKYHpmwjLaEOXS3o7QMiz,Quality Control,hip hop,0.0957,0.97,0.463,0.0,0.151,-7.259,0.366,108.003,0.46
4503,Quiero Ser,2O97frCXRrFLDV10UeCd9V,Los Primos del Este,corrido,0.0447,0.651,0.737,0.0,0.156,-7.416,0.0415,104.832,0.703
4504,Ganas Que Te Tengo,1sS5aMT5JWYSHwrTbxGGsn,Eslabon Armado,corridos tumbados,0.608,0.527,0.58,1.53e-06,0.109,-8.273,0.04,183.117,0.737
4505,Mamacita (feat. Rich Homie Quan & Young Thug),3SEd8nPd8MpGwk6ZZ8tk2j,Travis Scott,rap,0.0146,0.823,0.768,1.03e-06,0.127,-6.21,0.0819,115.021,0.216
4506,Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,33trZRsRCHDPemnACBcLJJ,Meryl Streep,hollywood,0.0242,0.551,0.951,2.91e-06,0.156,-3.395,0.0717,99.992,0.509
4507,THat Part,2yJ9GVCLMmzBBfQAnfzlwr,ScHoolboy Q,gangster rap,0.0855,0.927,0.535,0.0,0.136,-7.59,0.0911,112.96,0.336
4508,Te Quiero Así,7cfpUwXVmVNwi0e0lKkII3,Valentín Elizalde,banda,0.643,0.628,0.554,0.0,0.0756,-5.517,0.104,188.098,0.973
4509,¿Quién Te Crees?,2LXOSAYiSrTfIf8smheLaz,MC Davo,mexican hip hop,0.0583,0.747,0.78,0.0,0.164,-5.302,0.216,82.524,0.538
4510,Quit (feat. Ariana Grande),4rwqrKdwlFWJ6LvPYaOtgn,Cashmere Cat,downtempo,0.105,0.44,0.413,3.4e-05,0.0997,-7.365,0.0407,86.911,0.141
4511,Dancing Queen,2ATDkfqprlNNe9mYWodgdc,ABBA,europop,0.168,0.512,0.93,0.00119,0.561,-4.344,0.0508,100.542,0.677
4512,Questions,3ojTJaonfkL96iIWa47SU3,Chris Brown,dance pop,0.00543,0.614,0.598,0.0,0.1,-6.335,0.0561,105.803,0.565
